id,numero_orden,proveedor_id,fecha_orden,estado,cedi_id,franja_id,total,fecha_entrega,fecha_confirmacion,idempotency_key
595,OC-000000000595,30,2025-10-03 09:33:21,ENTREGADA,4,525,3229713.72,2025-10-10,2025-10-04 00:33:21,IDEMP-000000000595
596,OC-000000000596,51,2025-02-10 19:37:57,ENTREGADA,3,229,1578414.34,2025-02-12,2025-02-11 06:37:57,IDEMP-000000000596
597,OC-000000000597,1,2025-01-30 08:01:35,ENTREGADA,7,356,4803801.26,2025-02-05,2025-01-30 13:01:35,IDEMP-000000000597
598,OC-000000000598,2,2025-10-07 09:45:19,ENTREGADA,5,339,3152681.8,2025-10-10,2025-10-07 16:45:19,IDEMP-000000000598
599,OC-000000000599,70,2024-02-21 10:03:24,CONFIRMADA,8,372,4433966.22,2024-02-28,,IDEMP-000000000599
600,OC-000000000600,1,2024-10-03 10:54:35,ENTREGADA,8,114,1316885.81,2024-10-10,2024-10-03 13:54:35,IDEMP-000000000600
601,OC-000000000601,4,2024-05-03 17:18:36,CONFIRMADA,2,917,58725.01,2024-05-06,,IDEMP-000000000601
602,OC-000000000602,1,2025-12-31 09:58:30,CONFIRMADA,2,916,3869333.19,2026-01-09,,IDEMP-000000000602
603,OC-000000000603,1,2024-03-25 10:50:19,ENTREGADA,6,980,499441.55,2024-03-26,2024-03-25 21:50:19,IDEMP-000000000603
604,OC-000000000604,5,2025-10-25 08:25:29,ENTREGADA,8,171,158396.03,2025-11-03,2025-10-26 06:25:29,IDEMP-000000000604
605,OC-000000000605,3,2024-05-27 09:58:38,ENTREGADA,8,726,1578428.11,2024-06-04,2024-05-27 15:58:38,IDEMP-000000000605
606,OC-000000000606,2,2025-11-13 09:34:28,ENTREGADA,10,708,3209188.18,2025-11-19,2025-11-13 19:34:28,IDEMP-000000000606
607,OC-000000000607,3,2024-06-01 13:45:18,ENTREGADA,2,833,2166627.3,2024-06-07,2024-06-01 18:45:18,IDEMP-000000000607
608,OC-000000000608,1,2024-03-19 08:46:01,ENTREGADA,4,582,372372.3,2024-03-25,2024-03-20 00:46:01,IDEMP-000000000608
609,OC-000000000609,2,2024-11-05 10:23:54,ENTREGADA,10,370,3448698.41,2024-11-09,2024-11-05 22:23:54,IDEMP-000000000609
610,OC-000000000610,32,2024-05-29 07:06:11,ENTREGADA,8,80,15580.93,2024-06-06,2024-05-29 12:06:11,IDEMP-000000000610
611,OC-000000000611,1,2025-02-25 11:09:36,ENTREGADA,6,80,4806741.58,2025-03-03,2025-02-25 15:09:36,IDEMP-000000000611
612,OC-000000000612,3,2024-12-02 13:20:43,ENTREGADA,3,829,4113653.71,2024-12-05,2024-12-03 13:20:43,IDEMP-000000000612
613,OC-000000000613,45,2024-09-22 10:50:07,ENTREGADA,3,795,4336326.66,2024-10-01,2024-09-22 15:50:07,IDEMP-000000000613
614,OC-000000000614,6,2024-12-31 23:00:23,ENTREGADA,4,972,2219048.5,2025-01-10,2025-01-01 10:00:23,IDEMP-000000000614
615,OC-000000000615,2,2024-08-26 08:32:39,CONFIRMADA,1,826,981781.86,2024-09-03,,IDEMP-000000000615
616,OC-000000000616,1,2025-03-21 08:27:59,CANCELADA,6,84,2560709.18,2025-03-24,,IDEMP-000000000616
617,OC-000000000617,2,2024-02-21 09:38:06,CANCELADA,2,631,3270407.82,2024-02-24,,IDEMP-000000000617
618,OC-000000000618,49,2025-01-29 09:24:04,ENTREGADA,3,801,3921023.26,2025-02-02,2025-01-30 01:24:04,IDEMP-000000000618
619,OC-000000000619,2,2025-11-14 23:47:45,CONFIRMADA,6,810,380025.77,2025-11-17,,IDEMP-000000000619
620,OC-000000000620,21,2024-10-11 07:15:21,ENTREGADA,4,884,4475668.26,2024-10-13,2024-10-11 10:15:21,IDEMP-000000000620
621,OC-000000000621,4,2025-12-06 10:41:04,ENTREGADA,6,140,1036575.12,2025-12-11,2025-12-06 16:41:04,IDEMP-000000000621
622,OC-000000000622,3,2024-09-15 01:55:35,CONFIRMADA,3,655,4868574.34,2024-09-19,,IDEMP-000000000622
623,OC-000000000623,13,2025-02-14 08:12:15,ENTREGADA,6,511,807255.03,2025-02-22,2025-02-15 03:12:15,IDEMP-000000000623
624,OC-000000000624,2,2025-05-03 09:31:51,ENTREGADA,2,514,4825407.09,2025-05-08,2025-05-03 19:31:51,IDEMP-000000000624
625,OC-000000000625,1,2024-11-17 09:12:50,ENTREGADA,4,286,3726206.97,2024-11-21,2024-11-17 16:12:50,IDEMP-000000000625
626,OC-000000000626,55,2025-10-06 09:17:14,CONFIRMADA,3,338,2997091.24,2025-10-12,,IDEMP-000000000626
627,OC-000000000627,4,2025-02-05 13:29:50,CONFIRMADA,8,740,4893201.16,2025-02-11,,IDEMP-000000000627
628,OC-000000000628,10,2024-06-17 10:31:21,ENTREGADA,7,274,2758159.62,2024-06-23,2024-06-18 01:31:21,IDEMP-000000000628
629,OC-000000000629,8,2024-02-15 09:01:25,ENTREGADA,6,258,3204423.2,2024-02-19,2024-02-15 15:01:25,IDEMP-000000000629
630,OC-000000000630,2,2025-09-28 10:05:00,ENTREGADA,8,564,2308447.98,2025-09-30,2025-09-28 15:05:00,IDEMP-000000000630
631,OC-000000000631,4,2024-05-02 08:33:06,ENTREGADA,4,368,1156021.42,2024-05-03,2024-05-02 16:33:06,IDEMP-000000000631
632,OC-000000000632,2,2025-06-28 10:57:23,ENTREGADA,1,604,1959718.33,2025-06-29,2025-06-28 21:57:23,IDEMP-000000000632
633,OC-000000000633,83,2024-05-24 12:03:24,ENTREGADA,6,740,3455579.71,2024-06-02,2024-05-25 07:03:24,IDEMP-000000000633
634,OC-000000000634,15,2024-03-31 08:57:28,ENTREGADA,8,505,1682665.5,2024-04-05,2024-03-31 17:57:28,IDEMP-000000000634
635,OC-000000000635,33,2025-05-01 23:36:43,ENTREGADA,4,573,584592.12,2025-05-07,2025-05-02 20:36:43,IDEMP-000000000635
636,OC-000000000636,11,2025-12-29 09:50:31,CONFIRMADA,7,762,1200976.95,2026-01-05,,IDEMP-000000000636
637,OC-000000000637,45,2025-01-03 09:54:41,ENTREGADA,8,904,4804735.28,2025-01-08,2025-01-03 21:54:41,IDEMP-000000000637
638,OC-000000000638,65,2024-06-05 08:25:36,ENTREGADA,1,377,574140.58,2024-06-08,2024-06-05 16:25:36,IDEMP-000000000638
639,OC-000000000639,1,2024-01-17 10:14:53,ENTREGADA,7,324,2512808.48,2024-01-23,2024-01-18 03:14:53,IDEMP-000000000639
640,OC-000000000640,70,2024-07-28 10:10:49,ENTREGADA,10,358,711340.51,2024-08-07,2024-07-29 07:10:49,IDEMP-000000000640
641,OC-000000000641,26,2025-04-30 09:40:17,CONFIRMADA,8,387,4235581.06,2025-05-04,,IDEMP-000000000641
642,OC-000000000642,42,2025-08-12 09:01:04,CONFIRMADA,6,260,1169491.97,2025-08-17,,IDEMP-000000000642
643,OC-000000000643,53,2025-08-31 01:00:48,ENTREGADA,2,971,3423444.65,2025-09-06,2025-08-31 14:00:48,IDEMP-000000000643
644,OC-000000000644,19,2024-03-12 09:01:38,ENTREGADA,7,918,393767.21,2024-03-21,2024-03-12 17:01:38,IDEMP-000000000644
645,OC-000000000645,1,2024-01-17 20:59:08,ENTREGADA,10,693,2349852.72,2024-01-27,2024-01-18 05:59:08,IDEMP-000000000645
646,OC-000000000646,4,2024-07-27 09:59:41,ENTREGADA,7,726,724117.01,2024-08-01,2024-07-28 09:59:41,IDEMP-000000000646
647,OC-000000000647,12,2024-10-23 08:47:29,ENTREGADA,1,289,2953670.84,2024-10-26,2024-10-24 05:47:29,IDEMP-000000000647
648,OC-000000000648,1,2024-05-20 08:31:59,CONFIRMADA,4,721,1275561.13,2024-05-29,,IDEMP-000000000648
649,OC-000000000649,4,2024-04-24 09:29:38,ENTREGADA,6,697,3352479.16,2024-04-29,2024-04-24 18:29:38,IDEMP-000000000649
650,OC-000000000650,3,2025-01-07 04:21:25,CONFIRMADA,2,28,4284503.33,2025-01-08,,IDEMP-000000000650
651,OC-000000000651,42,2025-01-09 09:56:52,CONFIRMADA,6,433,1012150.72,2025-01-16,,IDEMP-000000000651
652,OC-000000000652,3,2024-10-09 16:00:48,CONFIRMADA,6,152,578284.09,2024-10-14,,IDEMP-000000000652
653,OC-000000000653,2,2025-04-20 05:49:19,ENTREGADA,9,101,508407.3,2025-04-25,2025-04-20 21:49:19,IDEMP-000000000653
654,OC-000000000654,3,2024-07-18 09:43:49,ENTREGADA,2,342,1818783.39,2024-07-22,2024-07-19 09:43:49,IDEMP-000000000654
655,OC-000000000655,1,2024-06-22 19:55:35,ENTREGADA,3,945,2137635.73,2024-06-23,2024-06-23 06:55:35,IDEMP-000000000655
656,OC-000000000656,93,2025-12-21 08:09:29,ENTREGADA,8,217,3036272.17,2025-12-25,2025-12-21 23:09:29,IDEMP-000000000656
657,OC-000000000657,81,2024-08-30 10:50:51,ENTREGADA,10,721,2624235.46,2024-08-31,2024-08-30 14:50:51,IDEMP-000000000657
658,OC-000000000658,52,2025-10-19 08:12:19,ENTREGADA,4,143,4298965.99,2025-10-29,2025-10-20 06:12:19,IDEMP-000000000658
659,OC-000000000659,40,2025-10-10 22:40:09,CANCELADA,9,236,4710383.61,2025-10-13,,IDEMP-000000000659
660,OC-000000000660,1,2025-06-21 08:09:41,CONFIRMADA,8,353,3880886.66,2025-06-23,,IDEMP-000000000660
661,OC-000000000661,5,2024-01-27 07:14:16,CONFIRMADA,4,104,3660102.81,2024-02-03,,IDEMP-000000000661
662,OC-000000000662,5,2024-09-04 04:38:19,ENTREGADA,5,208,1091367.63,2024-09-09,2024-09-04 21:38:19,IDEMP-000000000662
663,OC-000000000663,7,2025-05-04 23:56:07,ENTREGADA,1,308,214094.79,2025-05-13,2025-05-05 14:56:07,IDEMP-000000000663
664,OC-000000000664,4,2024-08-28 08:27:16,ENTREGADA,7,354,1586853.17,2024-09-07,2024-08-28 12:27:16,IDEMP-000000000664
665,OC-000000000665,79,2024-02-07 10:25:57,ENTREGADA,4,905,2465850.46,2024-02-13,2024-02-08 10:25:57,IDEMP-000000000665
666,OC-000000000666,1,2024-03-07 14:04:06,ENTREGADA,6,978,4144977.55,2024-03-17,2024-03-08 05:04:06,IDEMP-000000000666
667,OC-000000000667,4,2024-09-10 08:48:12,CANCELADA,4,911,3775380.07,2024-09-18,,IDEMP-000000000667
668,OC-000000000668,1,2024-02-26 05:23:57,ENTREGADA,8,931,3452254.3,2024-03-03,2024-02-27 01:23:57,IDEMP-000000000668
669,OC-000000000669,2,2024-03-04 09:03:46,ENTREGADA,7,661,4302049.31,2024-03-14,2024-03-04 10:03:46,IDEMP-000000000669
670,OC-000000000670,1,2025-09-12 10:42:50,CONFIRMADA,5,37,4506426.87,2025-09-21,,IDEMP-000000000670
671,OC-000000000671,1,2024-03-14 08:44:06,ENTREGADA,6,973,938832.87,2024-03-16,2024-03-14 14:44:06,IDEMP-000000000671
672,OC-000000000672,1,2025-01-13 08:47:47,ENTREGADA,10,416,602917.78,2025-01-23,2025-01-13 22:47:47,IDEMP-000000000672
673,OC-000000000673,2,2025-04-09 08:15:51,ENTREGADA,4,46,4777083.32,2025-04-19,2025-04-09 11:15:51,IDEMP-000000000673
674,OC-000000000674,1,2024-11-19 09:31:20,ENTREGADA,9,817,2794025.82,2024-11-22,2024-11-19 13:31:20,IDEMP-000000000674
675,OC-000000000675,2,2024-11-16 08:21:19,CONFIRMADA,10,998,1842944.26,2024-11-22,,IDEMP-000000000675
676,OC-000000000676,9,2025-08-18 08:04:25,PENDIENTE,2,106,3792827.11,2025-08-23,,IDEMP-000000000676
677,OC-000000000677,6,2025-07-09 08:58:24,ENTREGADA,6,345,4286620.29,2025-07-16,2025-07-09 23:58:24,IDEMP-000000000677
678,OC-000000000678,2,2024-08-04 08:55:32,CANCELADA,7,641,4488285.72,2024-08-07,,IDEMP-000000000678
679,OC-000000000679,29,2025-11-12 09:32:15,ENTREGADA,6,33,4530669.74,2025-11-18,2025-11-12 17:32:15,IDEMP-000000000679
680,OC-000000000680,1,2025-11-07 09:01:40,ENTREGADA,8,909,3956860.29,2025-11-17,2025-11-08 02:01:40,IDEMP-000000000680
681,OC-000000000681,3,2025-06-06 09:39:42,ENTREGADA,6,728,332665.55,2025-06-12,2025-06-07 01:39:42,IDEMP-000000000681
682,OC-000000000682,1,2024-01-26 09:07:32,CONFIRMADA,9,664,4047621.87,2024-02-04,,IDEMP-000000000682
683,OC-000000000683,1,2024-07-18 10:49:04,ENTREGADA,4,74,2902037.08,2024-07-25,2024-07-18 17:49:04,IDEMP-000000000683
684,OC-000000000684,31,2024-01-14 08:44:24,ENTREGADA,7,845,4330924.95,2024-01-24,2024-01-15 08:44:24,IDEMP-000000000684
685,OC-000000000685,3,2025-08-03 10:41:17,ENTREGADA,3,332,2690213.36,2025-08-08,2025-08-03 21:41:17,IDEMP-000000000685
686,OC-000000000686,3,2025-06-07 14:11:06,ENTREGADA,2,217,583422.66,2025-06-08,2025-06-08 06:11:06,IDEMP-000000000686
687,OC-000000000687,41,2025-10-10 09:36:03,ENTREGADA,10,180,3282458.14,2025-10-13,2025-10-10 16:36:03,IDEMP-000000000687
688,OC-000000000688,5,2024-12-15 01:34:26,CONFIRMADA,10,496,557452.03,2024-12-24,,IDEMP-000000000688
689,OC-000000000689,1,2024-10-07 09:15:12,ENTREGADA,3,665,3116473.52,2024-10-10,2024-10-07 14:15:12,IDEMP-000000000689
690,OC-000000000690,5,2025-10-14 09:29:38,PENDIENTE,8,962,2191310.41,2025-10-17,,IDEMP-000000000690
691,OC-000000000691,6,2025-12-18 07:02:12,ENTREGADA,6,172,1547793.39,2025-12-26,2025-12-18 22:02:12,IDEMP-000000000691
692,OC-000000000692,15,2024-05-06 09:32:03,ENTREGADA,9,363,1872174.25,2024-05-13,2024-05-06 17:32:03,IDEMP-000000000692
693,OC-000000000693,1,2025-03-10 08:11:07,ENTREGADA,6,525,2470158.32,2025-03-17,2025-03-10 15:11:07,IDEMP-000000000693
694,OC-000000000694,6,2024-05-28 08:24:01,ENTREGADA,5,183,224415.11,2024-05-29,2024-05-29 07:24:01,IDEMP-000000000694
695,OC-000000000695,2,2024-11-29 08:23:57,ENTREGADA,9,661,3308197.43,2024-12-05,2024-11-29 16:23:57,IDEMP-000000000695
696,OC-000000000696,44,2024-01-12 17:07:46,ENTREGADA,7,401,523954.89,2024-01-15,2024-01-13 11:07:46,IDEMP-000000000696
697,OC-000000000697,2,2025-05-16 08:56:11,ENTREGADA,2,28,130406.54,2025-05-21,2025-05-16 23:56:11,IDEMP-000000000697
698,OC-000000000698,2,2025-10-19 05:52:25,ENTREGADA,8,149,4553744.65,2025-10-20,2025-10-19 08:52:25,IDEMP-000000000698
699,OC-000000000699,2,2025-05-09 10:18:09,CONFIRMADA,7,290,3315854.34,2025-05-18,,IDEMP-000000000699
700,OC-000000000700,2,2024-09-17 09:34:39,ENTREGADA,5,424,4784497.54,2024-09-26,2024-09-18 02:34:39,IDEMP-000000000700
701,OC-000000000701,4,2024-10-02 08:48:55,ENTREGADA,2,249,3447171.89,2024-10-08,2024-10-02 18:48:55,IDEMP-000000000701
702,OC-000000000702,3,2025-07-28 10:32:05,CANCELADA,8,46,794313.87,2025-08-02,,IDEMP-000000000702
703,OC-000000000703,1,2025-08-18 08:35:11,ENTREGADA,2,359,455921.95,2025-08-20,2025-08-18 19:35:11,IDEMP-000000000703
704,OC-000000000704,14,2025-12-30 10:44:22,ENTREGADA,5,504,581615.7,2026-01-09,2025-12-31 05:44:22,IDEMP-000000000704
705,OC-000000000705,1,2024-01-29 09:46:31,ENTREGADA,7,841,4751026.34,2024-02-02,2024-01-30 04:46:31,IDEMP-000000000705
706,OC-000000000706,14,2024-03-23 08:03:52,ENTREGADA,8,716,2888832.82,2024-04-02,2024-03-24 01:03:52,IDEMP-000000000706
707,OC-000000000707,1,2025-04-15 11:05:03,ENTREGADA,3,810,1933370.55,2025-04-20,2025-04-15 17:05:03,IDEMP-000000000707
708,OC-000000000708,4,2025-09-13 20:23:31,ENTREGADA,8,407,2474164.2,2025-09-22,2025-09-14 20:23:31,IDEMP-000000000708
709,OC-000000000709,8,2024-04-09 10:49:50,ENTREGADA,8,324,451682.33,2024-04-14,2024-04-09 19:49:50,IDEMP-000000000709
710,OC-000000000710,4,2024-01-02 09:43:05,PENDIENTE,5,370,4972166.57,2024-01-06,,IDEMP-000000000710
711,OC-000000000711,1,2025-03-25 10:04:31,ENTREGADA,1,800,2232951.28,2025-03-30,2025-03-25 22:04:31,IDEMP-000000000711
712,OC-000000000712,1,2025-01-13 16:10:07,CONFIRMADA,3,665,2759163.17,2025-01-17,,IDEMP-000000000712
713,OC-000000000713,2,2025-01-02 21:17:09,ENTREGADA,4,605,2061931.08,2025-01-09,2025-01-03 09:17:09,IDEMP-000000000713
714,OC-000000000714,2,2025-12-16 08:23:26,CANCELADA,4,960,719249.39,2025-12-24,,IDEMP-000000000714
715,OC-000000000715,1,2025-09-09 09:31:41,CONFIRMADA,1,292,1925080.48,2025-09-18,,IDEMP-000000000715
716,OC-000000000716,46,2024-11-16 16:12:10,CONFIRMADA,10,170,1013245.09,2024-11-22,,IDEMP-000000000716
717,OC-000000000717,1,2024-08-16 08:35:32,ENTREGADA,7,259,2100424.71,2024-08-26,2024-08-16 20:35:32,IDEMP-000000000717
718,OC-000000000718,1,2025-06-13 08:57:37,ENTREGADA,3,604,513943.26,2025-06-15,2025-06-13 13:57:37,IDEMP-000000000718
719,OC-000000000719,7,2025-11-06 10:06:09,ENTREGADA,1,375,4570555.03,2025-11-09,2025-11-06 12:06:09,IDEMP-000000000719
720,OC-000000000720,1,2024-12-19 11:10:35,ENTREGADA,1,180,468073.83,2024-12-29,2024-12-19 20:10:35,IDEMP-000000000720
721,OC-000000000721,5,2025-03-23 22:51:23,ENTREGADA,7,497,929109.2,2025-03-29,2025-03-24 20:51:23,IDEMP-000000000721
722,OC-000000000722,1,2024-04-21 10:10:58,ENTREGADA,2,753,1794820.04,2024-04-27,2024-04-22 06:10:58,IDEMP-000000000722
723,OC-000000000723,2,2024-03-06 09:19:51,ENTREGADA,4,920,2773118.83,2024-03-09,2024-03-06 21:19:51,IDEMP-000000000723
724,OC-000000000724,20,2024-01-12 14:55:54,ENTREGADA,9,393,1718105.06,2024-01-22,2024-01-12 20:55:54,IDEMP-000000000724
725,OC-000000000725,1,2025-09-22 10:22:55,ENTREGADA,7,160,985766.66,2025-09-28,2025-09-23 04:22:55,IDEMP-000000000725
726,OC-000000000726,23,2025-08-16 08:25:34,ENTREGADA,9,894,890199.62,2025-08-26,2025-08-17 05:25:34,IDEMP-000000000726
727,OC-000000000727,86,2025-01-10 10:13:13,ENTREGADA,4,573,4007886.29,2025-01-12,2025-01-11 06:13:13,IDEMP-000000000727
728,OC-000000000728,2,2025-05-17 10:06:19,ENTREGADA,9,5,1047618.08,2025-05-27,2025-05-17 19:06:19,IDEMP-000000000728
729,OC-000000000729,20,2024-07-23 08:10:13,CANCELADA,4,979,4685473.84,2024-07-25,,IDEMP-000000000729
730,OC-000000000730,9,2024-10-26 08:26:03,CONFIRMADA,9,82,3270691.38,2024-10-29,,IDEMP-000000000730
731,OC-000000000731,1,2024-02-04 10:53:09,CONFIRMADA,8,280,2111656.78,2024-02-10,,IDEMP-000000000731
732,OC-000000000732,23,2025-07-05 08:31:26,ENTREGADA,1,617,3738190.81,2025-07-08,2025-07-06 00:31:26,IDEMP-000000000732
733,OC-000000000733,1,2024-08-08 07:56:53,CONFIRMADA,8,85,4280461.32,2024-08-13,,IDEMP-000000000733
734,OC-000000000734,5,2025-05-08 08:15:45,ENTREGADA,5,351,3660889.9,2025-05-18,2025-05-08 14:15:45,IDEMP-000000000734
735,OC-000000000735,12,2025-02-04 10:59:07,ENTREGADA,7,624,2178076.69,2025-02-09,2025-02-04 17:59:07,IDEMP-000000000735
736,OC-000000000736,2,2024-01-25 09:10:07,CONFIRMADA,4,357,3414916.58,2024-02-02,,IDEMP-000000000736
737,OC-000000000737,79,2025-04-16 10:50:15,ENTREGADA,5,194,4727093.0,2025-04-17,2025-04-17 01:50:15,IDEMP-000000000737
738,OC-000000000738,8,2024-11-18 19:00:41,CONFIRMADA,3,291,1020877.42,2024-11-19,,IDEMP-000000000738
739,OC-000000000739,1,2025-08-31 11:53:49,ENTREGADA,7,286,412471.47,2025-09-04,2025-08-31 22:53:49,IDEMP-000000000739
740,OC-000000000740,24,2025-05-19 09:29:10,ENTREGADA,1,631,2411880.26,2025-05-21,2025-05-20 07:29:10,IDEMP-000000000740
741,OC-000000000741,8,2024-04-01 09:10:59,ENTREGADA,4,941,3950220.88,2024-04-05,2024-04-01 11:10:59,IDEMP-000000000741
742,OC-000000000742,100,2024-10-18 23:50:16,ENTREGADA,9,130,1680846.22,2024-10-19,2024-10-19 03:50:16,IDEMP-000000000742
743,OC-000000000743,2,2025-12-01 02:13:13,ENTREGADA,6,651,264005.54,2025-12-06,2025-12-02 01:13:13,IDEMP-000000000743
744,OC-000000000744,24,2024-03-09 08:46:15,PENDIENTE,1,95,3515216.26,2024-03-16,,IDEMP-000000000744
745,OC-000000000745,21,2025-06-22 08:48:47,ENTREGADA,9,470,1557365.46,2025-06-24,2025-06-22 12:48:47,IDEMP-000000000745
746,OC-000000000746,1,2025-11-01 09:11:22,ENTREGADA,8,260,2298831.86,2025-11-06,2025-11-01 22:11:22,IDEMP-000000000746
747,OC-000000000747,7,2025-10-17 09:28:39,ENTREGADA,8,322,296072.1,2025-10-27,2025-10-17 12:28:39,IDEMP-000000000747
748,OC-000000000748,1,2024-09-01 10:46:59,ENTREGADA,1,989,1204374.83,2024-09-06,2024-09-02 04:46:59,IDEMP-000000000748
749,OC-000000000749,1,2024-09-12 10:51:53,PENDIENTE,2,71,1326995.66,2024-09-16,,IDEMP-000000000749
750,OC-000000000750,1,2025-12-26 09:18:07,ENTREGADA,5,661,3307507.76,2026-01-04,2025-12-27 03:18:07,IDEMP-000000000750
751,OC-000000000751,5,2024-06-18 09:09:11,ENTREGADA,5,622,1532802.9,2024-06-21,2024-06-18 13:09:11,IDEMP-000000000751
752,OC-000000000752,6,2025-09-07 08:20:36,ENTREGADA,1,553,2076695.59,2025-09-12,2025-09-07 10:20:36,IDEMP-000000000752
753,OC-000000000753,15,2025-05-14 10:17:53,ENTREGADA,6,22,972142.79,2025-05-24,2025-05-14 23:17:53,IDEMP-000000000753
754,OC-000000000754,1,2025-11-13 10:57:04,ENTREGADA,2,335,2550965.31,2025-11-15,2025-11-14 07:57:04,IDEMP-000000000754
755,OC-000000000755,4,2025-08-24 17:20:20,ENTREGADA,7,19,2713566.89,2025-09-02,2025-08-25 02:20:20,IDEMP-000000000755
756,OC-000000000756,1,2024-08-21 10:48:05,CANCELADA,5,185,845373.15,2024-08-23,,IDEMP-000000000756
757,OC-000000000757,1,2025-09-02 09:00:19,ENTREGADA,10,828,731279.91,2025-09-11,2025-09-02 14:00:19,IDEMP-000000000757
758,OC-000000000758,2,2024-03-10 14:22:52,ENTREGADA,7,518,4108832.68,2024-03-11,2024-03-10 20:22:52,IDEMP-000000000758
759,OC-000000000759,1,2025-06-02 10:58:33,ENTREGADA,4,22,2600601.88,2025-06-07,2025-06-03 05:58:33,IDEMP-000000000759
760,OC-000000000760,1,2025-08-08 09:53:38,ENTREGADA,3,190,4677397.41,2025-08-16,2025-08-08 12:53:38,IDEMP-000000000760
761,OC-000000000761,54,2024-12-01 09:28:34,CANCELADA,4,118,2714999.53,2024-12-04,,IDEMP-000000000761
762,OC-000000000762,1,2025-12-03 08:25:03,CONFIRMADA,2,439,2815036.59,2025-12-13,,IDEMP-000000000762
763,OC-000000000763,1,2024-04-16 18:33:15,ENTREGADA,3,872,3840405.02,2024-04-22,2024-04-17 04:33:15,IDEMP-000000000763
764,OC-000000000764,2,2024-11-21 10:28:45,ENTREGADA,5,545,1603639.34,2024-11-30,2024-11-21 13:28:45,IDEMP-000000000764
765,OC-000000000765,3,2025-08-18 09:42:59,ENTREGADA,9,11,357101.9,2025-08-20,2025-08-19 03:42:59,IDEMP-000000000765
766,OC-000000000766,1,2025-01-17 08:00:15,ENTREGADA,8,219,1668922.34,2025-01-27,2025-01-18 02:00:15,IDEMP-000000000766
767,OC-000000000767,7,2025-01-30 21:22:54,ENTREGADA,9,353,3020631.17,2025-02-09,2025-01-31 07:22:54,IDEMP-000000000767
768,OC-000000000768,77,2025-02-17 09:03:32,ENTREGADA,7,772,1527896.26,2025-02-25,2025-02-18 02:03:32,IDEMP-000000000768
769,OC-000000000769,1,2024-08-19 08:53:06,ENTREGADA,6,555,4727896.51,2024-08-25,2024-08-20 03:53:06,IDEMP-000000000769
770,OC-000000000770,4,2024-09-21 08:10:24,ENTREGADA,1,95,4438577.0,2024-09-25,2024-09-22 08:10:24,IDEMP-000000000770
771,OC-000000000771,13,2025-10-08 10:17:43,ENTREGADA,4,125,3796341.23,2025-10-18,2025-10-08 11:17:43,IDEMP-000000000771
772,OC-000000000772,45,2024-01-08 10:59:30,CANCELADA,4,816,1117380.02,2024-01-14,,IDEMP-000000000772
773,OC-000000000773,6,2024-02-13 09:13:44,ENTREGADA,7,366,3626484.55,2024-02-23,2024-02-13 20:13:44,IDEMP-000000000773
774,OC-000000000774,17,2025-06-30 09:31:07,ENTREGADA,8,219,4562037.35,2025-07-02,2025-06-30 10:31:07,IDEMP-000000000774
775,OC-000000000775,18,2025-01-09 07:44:02,CANCELADA,9,932,2884692.53,2025-01-15,,IDEMP-000000000775
776,OC-000000000776,2,2024-03-02 13:36:53,ENTREGADA,9,819,1447233.74,2024-03-10,2024-03-02 15:36:53,IDEMP-000000000776
777,OC-000000000777,6,2024-08-27 09:58:21,ENTREGADA,8,112,3413968.96,2024-09-05,2024-08-27 12:58:21,IDEMP-000000000777
778,OC-000000000778,11,2024-08-19 08:56:00,ENTREGADA,1,24,62590.37,2024-08-22,2024-08-19 13:56:00,IDEMP-000000000778
779,OC-000000000779,87,2025-10-05 08:02:04,ENTREGADA,9,961,4887133.93,2025-10-12,2025-10-06 06:02:04,IDEMP-000000000779
780,OC-000000000780,1,2025-09-18 09:20:57,ENTREGADA,5,161,4176859.11,2025-09-20,2025-09-18 17:20:57,IDEMP-000000000780
781,OC-000000000781,38,2025-05-21 08:05:46,CONFIRMADA,3,730,440031.94,2025-05-24,,IDEMP-000000000781
782,OC-000000000782,8,2025-04-17 06:27:35,CONFIRMADA,1,145,2000165.9,2025-04-27,,IDEMP-000000000782
783,OC-000000000783,11,2024-07-28 20:22:13,ENTREGADA,6,626,3708605.6,2024-08-02,2024-07-28 21:22:13,IDEMP-000000000783
784,OC-000000000784,12,2024-01-21 23:08:42,ENTREGADA,3,486,3726024.96,2024-01-23,2024-01-22 17:08:42,IDEMP-000000000784
785,OC-000000000785,6,2025-08-09 22:08:23,ENTREGADA,8,390,2030816.84,2025-08-13,2025-08-10 05:08:23,IDEMP-000000000785
786,OC-000000000786,7,2024-06-02 04:13:51,ENTREGADA,2,609,3986413.02,2024-06-07,2024-06-02 10:13:51,IDEMP-000000000786
787,OC-000000000787,12,2025-08-30 08:26:53,CONFIRMADA,8,536,3643959.76,2025-09-02,,IDEMP-000000000787
788,OC-000000000788,11,2024-12-31 01:34:02,CONFIRMADA,6,894,2679084.96,2025-01-06,,IDEMP-000000000788
789,OC-000000000789,1,2025-02-26 10:00:50,ENTREGADA,3,513,1975787.42,2025-03-08,2025-02-27 05:00:50,IDEMP-000000000789
790,OC-000000000790,2,2025-10-10 09:23:49,ENTREGADA,2,757,400695.18,2025-10-15,2025-10-10 20:23:49,IDEMP-000000000790
791,OC-000000000791,93,2025-02-11 21:35:50,ENTREGADA,9,325,2121894.76,2025-02-17,2025-02-12 09:35:50,IDEMP-000000000791
